Nom_PDF,Ligne
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2× 32-bit timers with up to 4
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,IC/OC/PWM or pulse
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,counter and quadr ature
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,(incr emental) encoder input
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,(up to 240 MHz)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2× 16-bit advanced motor
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,contr ol timers (up to 240
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MHz)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,10× 16-bit gener al-purpose
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,timers (up to 240 MHz)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,5× 16-bit lo w-po wer timers
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,(up to 240 MHz)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,4× watchdogs (independent
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,and windo w)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2× SysTick timers
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,RTC with sub-second
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,accur acy and har dwar e
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,calendar
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,True r andom number
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,gener ators (3 oscillators
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,each)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,96-bit unique ID
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,8 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20251.2 Memory
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component Details Supported boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,External memories SDRAM 8 MByteAll
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,QSPI Flash 16 MByte
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1.3 USB
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component Details Supported boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,USB-C® High speed (optional/FUll Speed USB)All
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Host and De vice oper ation
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Power Delivery support (optional)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,DisplayPort H7 full
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1.4 HD Connectors
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component Details Supported boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,High Density connectors 1x10/100 Ethernet with PHYAll
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x CAN
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,4x U ART (2 with ﬂo w contr ol)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,3x I2C
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x SD Car d
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x SPI
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x I2S
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x PDM input
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2 lane MIPI DSI output
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,8 bit par allel camer a interface
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,10x PWM output
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,7x GPIO
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,8x ADC inputs with separ ate VREF
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,9 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20251.5 Crypto Chip
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component DetailsSupported
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ATECC608 Micr ochip® Crypto
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"(optional)Protected stor age for up to 16 Ke ys, certiﬁcates or dataAll"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"Hardwar e support for asymmetric sign, verify , key agr eement"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,– ECDSA: FIPS186-3 Elliptic Curve Digital Signatur e
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ECDH: FIPS SP800-56A Elliptic Curve Diﬃe-Hellman
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,NIST standar d P256 elliptic curve support
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Hardwar e support for symmetric algorithms
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,SHA-256 & HMA C hash including oﬀ-chip conte xt save/r estor e
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"AES-128: encrypt/decrypt, galois ﬁeld multiply for GCM"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Networking k ey management support
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Turnk ey PRF/HKDF calculation for TLS 1.2 & 1.3
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Ephemer al key gener ation and k ey agr eement in SRAM – Small
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,message encryption with k eys entir ely pr otected
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Secur e boot support
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"Full ECDSA code signatur e validation, optional stor ed"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,digest/signatur e – optional communication k ey disablement
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,prior to secur e boot
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Internal high-quality FIPS 800-90 A/B/C Random Number
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Gener ator (RNG)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Two high-endur ance monotonic counters
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Guar anteed unique 72-bit serial number
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1.6 Secure Element
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component DetailsSupported
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,SE050C2 Secur e element Ready-to-use IoT secur e element solution
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,H7 fullSecur ely storing and pr ovisioning cr edentials and
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,performing cryptogr aphic oper ations
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,based on NXP' s Integr al Security Ar chitectur e 3.0™
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,CC EAL 6+ certiﬁed HW
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,FIPS 140-2 certiﬁed platform with Security Le vel 3
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Support for RSA and EC C asymmetric cryptogr aphy
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,algorithms
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Support for SCP03 pr otocol
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,up to 100 Mio write cycles / 25 years
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,10 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20251.7 MKR Compatibility
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component Details Supported boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MKR compatible header 7x PWM channelsAll
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,7x ADC channels
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x SPI
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x U ART
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1x I2C
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1.8 ESLOV
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component Details Supported boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ESLOV ConnectorI2C port with automatic de vice enumer ation All
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1.9 Power Management
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Component Details Supported boar ds
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,NXP PF1550 Pr ogrammable
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,PMICDynamic voltage scalingAll
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Programmable independent
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1A voltage output to carrier boar d
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Programmable I/O voltage
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Integr ated Li-Po/Li-lon Battery char ger
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,11 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20252 Ratings
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2.1 Recommended Operating Conditions
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Symbol Description Min Max
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Conservative thermal limits for the whole boar d: -40 °C (-40 °F) 85 °C (185 °F)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2.2 Power Consumption
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Description Min Typ Max Unit
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Curr ent consumption in deep sleep mode (@3.7V) 0.67 mA
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Curr ent consumption in busy loop (@5V) 2.6 mA
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Maximum curr ent consumption with M7 ON and M4 ON bliking (@5V) 230 mA
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Note:  All the measur ements have been performed with Portenta H7 full version (AB X00042). The curr ent
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,consumption in busy loop has been e valuated accor ding to the follo wing loop:
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,1. Deep sleep mode.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2. Wake up e very 595 seconds.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,3. Acquir e data for 5 seconds.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,4. Go back to deep sleep mode.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2.3 Block Diagram
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Power
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,LED
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Internal PartsMicrocontroller
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorsData CommunicationVBAT VINVUSB
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,27MHzPMIC
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MC34PF1550A0EPFuel Gauge Bat
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MAX1726
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Microcontroller
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,STM32H747XIH6WiFi
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,LBEE5KL1DX-883
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ATECC608A
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,FLASH
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MX25L12833FZ2IUSB3320CETH
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,LAN8742AI
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MIPI-DSI bridge
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ANX7625
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,EMI Filter
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,PCMF2USB3B/CZEMI Filter
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,PCMF2USB3B/CZEMI Filter
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,PCMF2USB3B/CZPWR SWITCH
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,NX18P3001UKZ32KHz25MHz
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,J3 USB-C
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Block diagram
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,12 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20253 Connector Pinouts
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,USB-C® Pinout
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,3.1 USB-C®
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Pin Description Pin Description
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,GND Cable Gr oundTX1 +/-
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,TX2 +/-High speed data path (TX for
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"USB, or RX for DP Alt Mode)"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,VBUS Cable bus po werRX1 +/-
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,RX2 +/-High speed data path (TX for
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"USB, or RX for DP Alt Mode)"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,D+/D- USB 2.0 InterfaceSBU1
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,SBU2For sideband use (Not used for
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,USB)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,CC1
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,CC2Plug conﬁgur ation detection * One becomes V CONN for
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,cable or adaptor po wer * C C is used for USB-PD
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,communication
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,13 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20253.2 High Density Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,High density connectors pinouts
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Pin Description Pin Description
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ETHHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorCANHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,USBHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorDSIHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,CAMHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorDMICHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,I2C0 I2C1 I2C2 I2SHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorVSYS VIN V-SDCARD V CC VBUS USB ADC-
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,VREFPower
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,14 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/2025Pin Description Pin Description
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,GND Ground PWMHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,GPIOHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorSPI1High Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,SWDIOSW CK
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,SWOHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorADCHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,SDCHigh Density
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,ConnectorRESET Other Pin
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,3.3 I2C Ports
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,System integr ators can use the Portenta H7's High-Density connectors to expand signals of the boar d to a custom-
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,designed daughter boar d or carrier. The follo wing table summarizes the I2C pins mapping on the boar d's High-
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Density connectors and shar ed peripher als/r esour ces. Please refer to the boar d's High-Density connectors pinout
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,section.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,HD Connector Interface Name Pins on HD Status1Shar ed Peripher als
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,J1 I2C1 43-45 Shar edSecur e Element (0x48)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,PMIC (0x08)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"ANAL OGX (0x54, 0x58, 0x70, 0x72, 0x7A, 0x7E, 0x48)"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,J1 I2C0 44-46 Free
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,J2 I2C2 45-47 Shar ed Camer a (D1P-D1N)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"1Status column indicates the current status of the pins. ""Free"" means the pins are not in use by another resour ce or"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"peripher al of the boar d and are available for usage, while ""Shar ed"" means the pins are used by one or several"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,resour ces or peripher als of the boar d.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,15 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20253.4 Wake Up Signals/External Relay Commands
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MKR format Headers pinout
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,16 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20254 Application Examples
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"Due to the dual cor e processing, the Portenta supports a wide arr ay of applications."
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,4.1 Accessories (Not Included)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,USB 2.0 Cable T ype A/B
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Portenta Vision Shield
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Portenta Br eakout Boar d
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Portenta Max Carrier
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Portenta Hat Carrier
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,5 Functional Overview
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,5.1 Board Topology
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"Depending on the variant, some of the components does not apply . The image belo w originates fr om the H7 form"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"factor, see what components ar e applied on your boar d:"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Board Topology
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Ref. Description Ref. Description
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U1 Main pr ocessor U10 Power manager
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U2 QSPI Flash memory U11 Crypto chip (NXP®)*
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"U3 USB HS PHY U12, U13, U14 ESD pr otection*"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U4 SDRAM U16 Crypto chip (Micr ochip®)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"U5 Ethernet PHY J1, J2 High Density connectors"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U6 MIPI to USB-C®/DisplayPort converter* ANT1 Antenna or U .FL connector**
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,17 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/2025Ref. Description Ref. Description
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U7 Level shifter* JANAL OG JDIGIT AL MKR compatible headers
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U8 I2C le vel shifter* J4 Battery connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,U9 Wi-Fi®/Bluetooth® module** J5 ESLOV connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,J6 Micr o UFL connector
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,*     = Only with Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,**   = Only with Portenta H7 and Portenta H7 Lite Connected
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,5.2 Power Tree
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Portenta H7 Power Tree
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,18 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20256 Mean Time Between Failure (MTBF)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"MTBF , which stands for Mean Time Between Failur e, is calculated accor ding to statistical de vice failur es and"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,indicates the r eliability of a de vice.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,The MTBF ﬁgur e (in hours/years) for the Portenta H7 (all variants) can be found in the table belo w. The MTBF ﬁgur e
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,was calculated accor ding to the MIL-HDBK-217F part count method.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Standar d Portenta H7 Envir onmental Conditions
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MIL-HDBK-217F 639717 h/73 years 25 ºC
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Important note : MTBF is the statistical r epresentation of the lik elihood of a unit failing and does not necessarily
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,represent a pr oduct 's life .
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,7 Mechanical Information
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,7.1 Board Outline
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Board outline
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,19 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20257.2 Mounting Holes
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Mounting outline
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,7.3 Connector Positions
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connectors positions top
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,20 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/2025
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Connectors positions bottom
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Arduino® Portenta H7
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Collective Datasheet
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,21 / 24 Arduino® Portenta H7 Collective Datasheet Modiﬁed: 23/04/20258 Certifications
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Cert H7 H7 Lite H7 Lite Connected
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"CE (EU)EN 301489-1,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 301489-17,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 300328,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 62368-1,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 62311EN55032,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 55035,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 62368-1EN 301489-1,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 301489-17,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 300328,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,"EN 62368-1,"
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,EN 62311
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,WEEE (EU) Yes Yes Yes
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,RoHS (EU)2011/65/(EU)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2015/863/(EU)2011/65/(EU)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2015/863/(EU)2011/65/(EU)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,2015/863/(EU)
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,REACH (EU) Yes Yes Yes
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,UKCA (UK) Yes Yes Yes
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,RCM (RCM) Yes Yes Yes
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,FCC (US)ID.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Radio: Part 15-247
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MPE: Part 2. 1091SDoC.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,47 CFR FC C Part 15 Subpart BID.
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,Radio: Part 15-247
ABX00042-ABX00045-ABX00046-datasheet (1).pdf,MPE: Part 2. 1091
